"tanggal","stasiun","pm10","pm25","so2","co","o3","no2","max","critical","categori"
"2012-06-14",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-27",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-28",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-29",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-06-30",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-01",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-02",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-03",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-04",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-05",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-06",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-07",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-08",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-09",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-10",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-11",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-12",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-13",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-14",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-27",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-28",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-29",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-30",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-03-31",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-01",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-02",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-03",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-04",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-05",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-06",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-07",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-08",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-09",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-10",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-11",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-12",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-13",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-14",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-27",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-28",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-29",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-30",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-05-31",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-01",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-02",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-03",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-04",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-05",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-06",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-07",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-08",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-09",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-10",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-11",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-12",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-13",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-14",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-11-27",DKI5 (Kebon Jeruk),84,,,42,47,16,84,PM10,SEDANG
"2012-11-28",DKI5 (Kebon Jeruk),62,,,23,49,8,62,PM10,SEDANG
"2012-11-29",DKI5 (Kebon Jeruk),69,,,19,123,10,123,O3,TIDAK SEHAT
"2012-11-30",DKI5 (Kebon Jeruk),72,,1,25,113,14,113,O3,TIDAK SEHAT
"2012-10-01",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-02",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-03",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-04",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-05",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-06",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-07",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-08",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-09",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-10",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-11",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-12",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-13",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-14",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-27",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-28",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-29",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-30",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-10-31",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-01",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-02",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-03",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-04",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-05",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-06",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-07",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-08",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-09",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-10",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-11",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-12",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-13",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-14",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-27",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-28",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-29",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2012-09-30",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2013-08-01",DKI5 (Kebon Jeruk),68,,,,,,68,PM10,SEDANG
"2013-08-02",DKI5 (Kebon Jeruk),60,,8,10,52,15,60,PM10,SEDANG
"2013-08-03",DKI5 (Kebon Jeruk),68,,7,10,72,10,72,O3,SEDANG
"2013-08-04",DKI5 (Kebon Jeruk),62,,8,7,63,9,63,O3,SEDANG
"2013-08-05",DKI5 (Kebon Jeruk),66,,6,8,87,9,87,O3,SEDANG
"2013-08-06",DKI5 (Kebon Jeruk),86,,7,12,122,13,122,O3,TIDAK SEHAT
"2013-08-07",DKI5 (Kebon Jeruk),61,,5,7,86,7,86,O3,SEDANG
"2013-08-08",DKI5 (Kebon Jeruk),55,,5,13,55,8,55,PM10,SEDANG
"2013-08-09",DKI5 (Kebon Jeruk),36,,5,10,52,12,52,O3,SEDANG
"2013-08-10",DKI5 (Kebon Jeruk),52,,5,7,69,10,69,O3,SEDANG
"2013-08-11",DKI5 (Kebon Jeruk),54,,6,9,92,8,92,O3,SEDANG
"2013-08-12",DKI5 (Kebon Jeruk),50,,6,5,107,7,107,O3,TIDAK SEHAT
"2013-08-13",DKI5 (Kebon Jeruk),56,,7,6,115,7,115,O3,TIDAK SEHAT
"2013-08-14",DKI5 (Kebon Jeruk),56,,7,5,78,10,78,O3,SEDANG
"2013-08-15",DKI5 (Kebon Jeruk),57,,7,5,54,8,57,PM10,SEDANG
"2013-08-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2013-08-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2013-08-18",DKI5 (Kebon Jeruk),38,,6,5,,6,38,PM10,BAIK
"2013-08-19",DKI5 (Kebon Jeruk),52,,6,8,,8,52,PM10,SEDANG
"2013-08-20",DKI5 (Kebon Jeruk),51,,7,5,,10,51,PM10,SEDANG
"2013-08-21",DKI5 (Kebon Jeruk),65,,8,7,,11,65,PM10,SEDANG
"2013-08-22",DKI5 (Kebon Jeruk),66,,8,8,,12,66,PM10,SEDANG
"2013-08-23",DKI5 (Kebon Jeruk),82,,10,8,113,15,113,O3,TIDAK SEHAT
"2013-08-24",DKI5 (Kebon Jeruk),74,,8,8,88,13,88,O3,SEDANG
"2013-08-25",DKI5 (Kebon Jeruk),63,,9,5,75,10,75,O3,SEDANG
"2013-08-26",DKI5 (Kebon Jeruk),61,,8,5,71,10,71,O3,SEDANG
"2013-08-27",DKI5 (Kebon Jeruk),66,,8,6,85,10,85,O3,SEDANG
"2013-08-28",DKI5 (Kebon Jeruk),72,,8,8,118,13,118,O3,TIDAK SEHAT
"2013-08-29",DKI5 (Kebon Jeruk),64,,9,5,66,10,66,O3,SEDANG
"2013-08-30",DKI5 (Kebon Jeruk),88,,6,13,69,17,88,PM10,SEDANG
"2013-08-31",DKI5 (Kebon Jeruk),53,,6,6,66,9,66,O3,SEDANG
"2013-04-01",DKI5 (Kebon Jeruk),54,,3,26,100,17,100,O3,SEDANG
"2013-04-02",DKI5 (Kebon Jeruk),67,,4,40,88,20,88,O3,SEDANG
"2013-04-03",DKI5 (Kebon Jeruk),66,,2,24,68,12,68,O3,SEDANG
"2013-04-04",DKI5 (Kebon Jeruk),60,,4,23,72,9,72,O3,SEDANG
"2013-04-05",DKI5 (Kebon Jeruk),56,,2,37,39,15,56,PM10,SEDANG
"2013-04-06",DKI5 (Kebon Jeruk),47,,2,10,68,6,68,O3,SEDANG
"2013-04-07",DKI5 (Kebon Jeruk),38,,3,11,55,7,55,O3,SEDANG
"2013-04-08",DKI5 (Kebon Jeruk),49,,3,26,167,12,167,O3,TIDAK SEHAT
"2013-04-09",DKI5 (Kebon Jeruk),55,,4,20,167,10,167,O3,TIDAK SEHAT
"2013-04-10",DKI5 (Kebon Jeruk),63,,4,16,62,9,63,PM10,SEDANG
"2013-04-11",DKI5 (Kebon Jeruk),56,,7,19,68,10,68,O3,SEDANG
"2013-04-12",DKI5 (Kebon Jeruk),55,,3,26,27,14,55,PM10,SEDANG
"2013-04-13",DKI5 (Kebon Jeruk),30,,3,8,25,5,30,PM10,BAIK
"2013-04-14",DKI5 (Kebon Jeruk),29,,2,5,28,2,29,PM10,BAIK
"2013-04-15",DKI5 (Kebon Jeruk),42,,2,,29,4,42,PM10,BAIK
"2013-04-16",DKI5 (Kebon Jeruk),44,,3,,50,13,50,O3,BAIK
"2013-04-17",DKI5 (Kebon Jeruk),69,,3,,104,12,104,O3,TIDAK SEHAT
"2013-04-18",DKI5 (Kebon Jeruk),45,,2,12,105,10,105,O3,TIDAK SEHAT
"2013-04-19",DKI5 (Kebon Jeruk),52,,4,41,133,13,133,O3,TIDAK SEHAT
"2013-04-20",DKI5 (Kebon Jeruk),67,,5,34,128,16,128,O3,TIDAK SEHAT
"2013-04-21",DKI5 (Kebon Jeruk),69,,5,37,69,13,69,PM10,SEDANG
"2013-04-22",DKI5 (Kebon Jeruk),50,,3,23,39,11,50,PM10,BAIK
"2013-04-23",DKI5 (Kebon Jeruk),65,,5,50,72,14,72,O3,SEDANG
"2013-04-24",DKI5 (Kebon Jeruk),71,,6,33,65,16,71,PM10,SEDANG
"2013-04-25",DKI5 (Kebon Jeruk),79,,3,43,140,13,140,O3,TIDAK SEHAT
"2013-04-26",DKI5 (Kebon Jeruk),76,,4,58,86,24,86,O3,SEDANG
"2013-04-27",DKI5 (Kebon Jeruk),62,,4,23,58,11,62,PM10,SEDANG
"2013-04-28",DKI5 (Kebon Jeruk),62,,3,26,48,13,62,PM10,SEDANG
"2013-04-29",DKI5 (Kebon Jeruk),57,,5,18,57,14,57,PM10,SEDANG
"2013-04-30",DKI5 (Kebon Jeruk),59,,5,15,63,13,63,O3,SEDANG
"2013-12-01",DKI5 (Kebon Jeruk),50,,9,4,95,8,95,O3,SEDANG
"2013-12-02",DKI5 (Kebon Jeruk),64,,8,8,65,12,65,O3,SEDANG
"2013-12-03",DKI5 (Kebon Jeruk),61,,8,11,86,17,86,O3,SEDANG
"2013-12-04",DKI5 (Kebon Jeruk),67,,10,7,63,9,67,PM10,SEDANG
"2013-12-05",DKI5 (Kebon Jeruk),53,,9,9,133,13,133,O3,TIDAK SEHAT
"2013-12-06",DKI5 (Kebon Jeruk),60,,11,10,97,17,97,O3,SEDANG
"2013-12-07",DKI5 (Kebon Jeruk),57,,9,8,54,11,57,PM10,SEDANG
"2013-12-08",DKI5 (Kebon Jeruk),59,,13,9,79,4,79,O3,SEDANG
"2013-12-09",DKI5 (Kebon Jeruk),62,,7,11,60,2,62,PM10,SEDANG
"2013-12-10",DKI5 (Kebon Jeruk),45,,8,12,142,3,142,O3,TIDAK SEHAT
"2013-12-11",DKI5 (Kebon Jeruk),62,,12,6,69,3,69,O3,SEDANG
"2013-12-12",DKI5 (Kebon Jeruk),46,,9,7,51,2,51,O3,SEDANG
"2013-12-13",DKI5 (Kebon Jeruk),51,,11,13,32,3,51,PM10,SEDANG
"2013-12-14",DKI5 (Kebon Jeruk),29,,10,6,37,4,37,O3,BAIK
"2013-12-15",DKI5 (Kebon Jeruk),57,,4,59,64,8,64,O3,SEDANG
"2013-12-16",DKI5 (Kebon Jeruk),37,,1,18,81,7,81,O3,SEDANG
"2013-12-17",DKI5 (Kebon Jeruk),32,,1,18,77,10,77,O3,SEDANG
"2013-12-18",DKI5 (Kebon Jeruk),75,,2,56,88,21,88,O3,SEDANG
"2013-12-19",DKI5 (Kebon Jeruk),56,,3,23,74,10,74,O3,SEDANG
"2013-12-20",DKI5 (Kebon Jeruk),55,,3,30,43,9,55,PM10,SEDANG
"2013-12-21",DKI5 (Kebon Jeruk),41,,1,12,21,5,41,PM10,BAIK
"2013-12-22",DKI5 (Kebon Jeruk),24,,2,9,21,4,24,PM10,BAIK
"2013-12-23",DKI5 (Kebon Jeruk),31,,3,15,27,6,31,PM10,BAIK
"2013-12-24",DKI5 (Kebon Jeruk),32,,2,9,32,5,32,PM10,BAIK
"2013-12-25",DKI5 (Kebon Jeruk),54,,7,20,56,7,56,O3,SEDANG
"2013-12-26",DKI5 (Kebon Jeruk),51,,7,17,49,10,51,PM10,SEDANG
"2013-12-27",DKI5 (Kebon Jeruk),57,,4,26,49,17,57,PM10,SEDANG
"2013-12-28",DKI5 (Kebon Jeruk),61,,7,19,36,7,61,PM10,SEDANG
"2013-12-29",DKI5 (Kebon Jeruk),53,,4,14,50,7,53,PM10,SEDANG
"2013-12-30",DKI5 (Kebon Jeruk),30,,4,11,34,6,34,O3,BAIK
"2013-12-31",DKI5 (Kebon Jeruk),22,,1,11,42,4,42,O3,BAIK
"2013-02-01",DKI5 (Kebon Jeruk),69,,5,29,47,13,69,PM10,SEDANG
"2013-02-02",DKI5 (Kebon Jeruk),51,,3,12,36,8,51,PM10,SEDANG
"2013-02-03",DKI5 (Kebon Jeruk),64,,3,57,38,17,64,PM10,SEDANG
"2013-02-04",DKI5 (Kebon Jeruk),87,,4,52,117,24,117,O3,TIDAK SEHAT
"2013-02-05",DKI5 (Kebon Jeruk),54,,2,28,106,15,106,O3,TIDAK SEHAT
"2013-02-06",DKI5 (Kebon Jeruk),38,,1,14,33,6,38,PM10,BAIK
"2013-02-07",DKI5 (Kebon Jeruk),45,,1,41,92,12,92,O3,SEDANG
"2013-02-08",DKI5 (Kebon Jeruk),65,,3,25,107,14,107,O3,TIDAK SEHAT
"2013-02-09",DKI5 (Kebon Jeruk),66,,3,17,63,9,66,PM10,SEDANG
"2013-02-10",DKI5 (Kebon Jeruk),53,,2,35,165,16,165,O3,TIDAK SEHAT
"2013-02-11",DKI5 (Kebon Jeruk),63,,2,39,74,18,74,O3,SEDANG
"2013-02-12",DKI5 (Kebon Jeruk),64,,2,23,85,11,85,O3,SEDANG
"2013-02-13",DKI5 (Kebon Jeruk),33,,4,18,90,12,90,O3,SEDANG
"2013-02-14",DKI5 (Kebon Jeruk),54,,5,22,44,15,54,PM10,SEDANG
"2013-02-15",DKI5 (Kebon Jeruk),49,,4,19,48,8,49,PM10,BAIK
"2013-02-16",DKI5 (Kebon Jeruk),32,,3,7,40,5,40,O3,BAIK
"2013-02-17",DKI5 (Kebon Jeruk),14,,2,7,34,4,34,O3,BAIK
"2013-02-18",DKI5 (Kebon Jeruk),14,,3,11,34,5,34,O3,BAIK
"2013-02-19",DKI5 (Kebon Jeruk),4,,4,11,30,7,30,O3,BAIK
"2013-02-20",DKI5 (Kebon Jeruk),6,,4,23,27,8,27,O3,BAIK
"2013-02-21",DKI5 (Kebon Jeruk),9,,3,30,31,14,31,O3,BAIK
"2013-02-22",DKI5 (Kebon Jeruk),2,,3,18,37,8,37,O3,BAIK
"2013-02-23",DKI5 (Kebon Jeruk),3,,3,10,41,7,41,O3,BAIK
"2013-02-24",DKI5 (Kebon Jeruk),12,,2,29,45,13,45,O3,BAIK
"2013-02-25",DKI5 (Kebon Jeruk),6,,3,10,49,6,49,O3,BAIK
"2013-02-26",DKI5 (Kebon Jeruk),6,,3,12,46,8,46,O3,BAIK
"2013-02-27",DKI5 (Kebon Jeruk),6,,2,13,35,9,35,O3,BAIK
"2013-02-28",DKI5 (Kebon Jeruk),13,,2,7,25,3,25,O3,BAIK
"2013-01-01",DKI5 (Kebon Jeruk),,,1,13,38,7,38,O3,BAIK
"2013-01-02",DKI5 (Kebon Jeruk),,,2,12,30,5,30,O3,BAIK
"2013-01-03",DKI5 (Kebon Jeruk),61,,2,34,27,8,61,PM10,SEDANG
"2013-01-04",DKI5 (Kebon Jeruk),28,,2,7,26,4,28,PM10,BAIK
"2013-01-05",DKI5 (Kebon Jeruk),26,,4,6,31,6,31,O3,BAIK
"2013-01-06",DKI5 (Kebon Jeruk),26,,2,11,21,7,26,PM10,BAIK
"2013-01-07",DKI5 (Kebon Jeruk),23,,2,7,34,4,34,O3,BAIK
"2013-01-08",DKI5 (Kebon Jeruk),33,,2,11,13,5,33,PM10,BAIK
"2013-01-09",DKI5 (Kebon Jeruk),12,,,6,16,4,16,O3,BAIK
"2013-01-10",DKI5 (Kebon Jeruk),16,,2,6,18,4,18,O3,BAIK
"2013-01-11",DKI5 (Kebon Jeruk),22,,4,7,20,5,22,PM10,BAIK
"2013-01-12",DKI5 (Kebon Jeruk),35,,5,8,29,5,35,PM10,BAIK
"2013-01-13",DKI5 (Kebon Jeruk),37,,1,26,32,10,37,PM10,BAIK
"2013-01-14",DKI5 (Kebon Jeruk),49,,3,26,30,7,49,PM10,BAIK
"2013-01-15",DKI5 (Kebon Jeruk),36,,1,17,47,9,47,O3,BAIK
"2013-01-16",DKI5 (Kebon Jeruk),34,,1,31,41,13,41,O3,BAIK
"2013-01-17",DKI5 (Kebon Jeruk),54,,1,30,33,14,54,PM10,SEDANG
"2013-01-18",DKI5 (Kebon Jeruk),49,,1,35,43,17,49,PM10,BAIK
